record_index	shape_value	delta_value	shape	shape_2bit_bytes	phrase_plain
272	4635280	502	[2 1 5 3 5 2 2]	overflow_word_gt4	dia el cencerro qeso semicurado cuna lig
273	4635280	0	[2 1 5 3 5 2 2]	overflow_word_gt4	dia el cencerro qeso semicurado cuna lig
274	4636314	1034	[2 1 5 3 7 2 3 2]	overflow_word_gt4	vino do valdepena tinto tempranillo vina lobon vic
275	4636314	0	[2 1 5 3 7 2 3 2]	overflow_word_gt4	vino do valdepena tinto tempranillo vina lobon vic
276	4636314	0	[2 1 5 3 7 2 3 2]	overflow_word_gt4	vino do valdepena tinto tempranillo vina lobon vic
277	4636314	0	[2 1 5 3 7 2 3 2]	overflow_word_gt4	vino do valdepena rosado tempranillo vina lobon vic
278	4636314	0	[2 1 5 3 7 2 3 2]	overflow_word_gt4	vino do valdepena tinto tempranillo vina lobon vic
279	4637456	1142	[2 1 5 4 1 4 2]	overflow_word_gt4	vino do lanzarote blanco el afrutado vic
280	4638362	906	[2 1 5 4 3 2 3 2]	overflow_word_gt4	vino do valdepena blanco airen vina lobon vic
281	4638848	486	[2 1 5 4 4 2]	overflow_word_gt4	vino do valencia blanco amatista vic
282	4638938	90	[2 1 5 4 4 3 3 2]	overflow_word_gt4	vino do valdepena blanco crianza tres reinos vic
283	4643456	4518	[2 1 5 5 5 2]	overflow_word_gt4	set 8 hermetico cristal carrefour home
284	4658971	15515	[2 1 6 1 3 4 3 3]	overflow_word_gt4	set co servilleta 2 capas celulosa renova gold
285	4658971	0	[2 1 6 1 3 4 3 3]	overflow_word_gt4	set vi servilleta 2 capas celulosa renova blk
286	4668251	9280	[2 1 6 3 5 5 3 3]	overflow_word_gt4	set 3 cucharilla acero inoxidable bergner limoge 3p6
287	4672408	4157	[2 1 6 4 5 6 3]	overflow_word_gt4	set n cucharilla postre plastico reutilizable nupik
288	4695680	23272	[2 1 7 2 3 2]	overflow_word_gt4	vino do montillamori fino dele3 vic
289	4700441	4761	[2 1 7 3 4 4 3 1]	overflow_word_gt4	vino do utielreqena tinto reserva faustino rivero p
290	4700441	0	[2 1 7 3 4 4 3 1]	overflow_word_gt4	vino do utielreqena tinto reserva faustino rivero p
291	4700441	0	[2 1 7 3 4 4 3 1]	overflow_word_gt4	vino do utielreqena tinto reserva faustino rivero p
292	4700441	0	[2 1 7 3 4 4 3 1]	overflow_word_gt4	vino do utielreqena tinto reserva faustino rivero p
293	4700441	0	[2 1 7 3 4 4 3 1]	overflow_word_gt4	vino do utielreqena tinto reserva faustino rivero p
294	4757120	56679	[2 2 1 1 3 2]	5090	coca cola p k latas vc
295	4757120	0	[2 2 1 1 3 2]	5090	coca cola p b latas vc
296	4757632	512	[2 2 1 1 4 2]	50d0	coca cola p 2 botella agl
297	4757632	0	[2 2 1 1 4 2]	50d0	coca cola p 2 botella agl
298	4765855	8223	[2 2 1 3 4 2 3 7]	overflow_word_gt4	gel bano g urea deliplu piel aspera deshidratada
299	4765988	133	[2 2 1 3 4 4 4 4]	52ff	vaso bebe 6 meses deliplu boqilla blanda micke3
300	4765988	0	[2 2 1 3 4 4 4 4]	52ff	vaso bebe 6 meses deliplu boqilla blanda micke3
301	4768354	2366	[2 2 1 4 1 1 4 2]	530d	laca udas ne second no vu rimmel 1ud
302	4768354	0	[2 2 1 4 1 1 4 2]	530d	laca udas ne second no vu rimmel 1ud
303	4769481	1127	[2 2 1 4 3 3 1 1]	53a0	laca udas ne second super shine no tu
304	4769481	0	[2 2 1 4 3 3 1 1]	53a0	laca udas ne second super shine no mi
305	4770064	583	[2 2 1 4 4 4 2]	53f4	laca udas ne second no878 rimmel 1ud
306	4770064	0	[2 2 1 4 4 4 2]	53f4	laca udas ne second no323 rimmel 1ud
307	4784128	14064	[2 2 2]	54	goma eva lila
308	4784128	0	[2 2 2]	54	goma eva rosa
309	4784128	0	[2 2 2]	54	gel dove esml
310	4792960	8832	[2 2 2 2 1 2]	5510	dia sal mesa fina p 1k
311	4794123	1163	[2 2 2 2 3 4 1 3]	55b2	arco del sol vino tinto crianza do ribera
312	4796416	2293	[2 2 2 3]	56	lomo atud lig apro7
313	4797018	602	[2 2 2 3 1 1 3 2]	5609	coca cola zero azucar p b latas vc
314	4797026	8	[2 2 2 3 1 1 4 2]	560d	coca cola zero azucar p 2 botella 2l
315	4797705	679	[2 2 2 3 2 4 1 1]	5670	coca cola zero azucar zero cafeina p k
316	4797712	7	[2 2 2 3 2 4 2]	5674	toja gel bano aloe vera botella ciml
317	4798080	368	[2 2 2 3 3 2]	5690	dia masa fina pi6za rollo rg
318	4798080	0	[2 2 2 3 3 2]	5690	dia masa fina pi6za rollo rg
319	4798556	476	[2 2 2 3 4 1 3 4]	56cb	coto imaz vino tinto reserva do rioja botella
320	4798570	14	[2 2 2 3 4 1 5 2]	overflow_word_gt4	vaca qe rie qeso fundido r porciones caja
321	4799049	479	[2 2 2 3 5 1 1 1]	overflow_word_gt4	pina zumo pina rodaja carrefour p 3 ud
322	4799209	160	[2 2 2 3 5 3 5 1]	overflow_word_gt4	vaso cafe tapa bamtu taberseo palm 87714 c
323	4799232	23	[2 2 2 3 5 4]	overflow_word_gt4	set mopa palo extra sponte7 blanco
324	4799273	41	[2 2 2 3 5 4 5 1]	overflow_word_gt4	vaso cafe tapa bamtu taberseo coffee 87714 c
325	4801536	2263	[2 2 2 4 2]	5740	pan pita 4ud mission big
326	4801609	73	[2 2 2 4 2 1 1 1]	5740	dia zumo pina manzana uva p 6 ud
327	4801744	135	[2 2 2 4 2 3 2]	5764	dia zumo pina manzana uva envase 1l
328	4802642	898	[2 2 2 4 4 1 2 2]	57c5	laca udas alto brillo deliplu le rojo lava
329	4802645	3	[2 2 2 4 4 1 2 5]	overflow_word_gt4	laca udas alto brillo deliplu e rosa magnetico
330	4802652	7	[2 2 2 4 4 1 3 4]	57cb	laca udas alto brillo deliplu s negro mistico
331	4802652	0	[2 2 2 4 4 1 3 4]	57cb	laca udas alto brillo deliplu c perla blanca
332	4802652	0	[2 2 2 4 4 1 3 4]	57cb	laca udas alto brillo deliplu h noche borgona
333	4802660	8	[2 2 2 4 4 1 4 4]	57cf	laca udas alto brillo deliplu o granate sublime
334	4802688	28	[2 2 2 4 4 2]	57d0	coca cola sin cafeina botella 2l
335	4802720	32	[2 2 2 4 4 2 4]	57dc	cana lomo cebo iberico hacienda del iberico
336	4804608	1888	[2 2 2 5]	overflow_word_gt4	pan hot dog hacendado
337	4804608	0	[2 2 2 5]	overflow_word_gt4	zumo pina uva hacendado
338	4804608	0	[2 2 2 5]	overflow_word_gt4	set mopa palo carrefour
339	4805632	1024	[2 2 2 5 2]	overflow_word_gt4	pan pita 4ud panorient gag
340	4805794	162	[2 2 2 5 2 2 4 2]	overflow_word_gt4	dia hola cola refresco cola zero botella boc
341	4805796	2	[2 2 2 5 2 2 4 4]	overflow_word_gt4	dia hola cola refresco cola sin cafeina botella
342	4805796	0	[2 2 2 5 2 2 4 4]	overflow_word_gt4	dia hola cola refresco cola sin cafeina botella
343	4805904	108	[2 2 2 5 2 4 2]	overflow_word_gt4	dia hola cola refresco cola botella boc
344	4806928	1024	[2 2 2 5 4 4 2]	overflow_word_gt4	zumo uva roja ecologico delizum botella 1l
345	4814052	7124	[2 2 2 7 2 3 4 4]	overflow_word_gt4	zumo pera pina juverdisfru sin azucar anadido anadido
346	4814171	119	[2 2 2 7 2 5 3 3]	overflow_word_gt4	foca loca polo resfrescan mi7 congelar bolsa kuds
347	4816896	2725	[2 2 3]	58	anis seco regio
348	4816896	0	[2 2 3]	58	yuca 1k apro7
349	4816896	0	[2 2 3]	58	coco kg apro7
350	4816896	0	[2 2 3]	58	anis seco regio
351	4816896	0	[2 2 3]	58	yuca kg apro7
352	4821776	4880	[2 2 3 1 1 4 2]	5834	zumo pina juver p 6 briks ec
353	4821776	0	[2 2 3 1 1 4 2]	5834	zumo pina juver p 6 briks ec
354	4822736	960	[2 2 3 1 3 3 2]	58a4	gula del norte al ajillo envase agg
355	4823115	379	[2 2 3 1 4 1 1 3]	58c2	dia atud claro al natural p 6 latas
356	4823184	69	[2 2 3 1 4 2 2]	58d4	dia cafe leche r capsula caja ibg
357	4823184	0	[2 2 3 1 4 2 2]	58d4	dove gel ducha go fresh bote kml
358	4826251	3067	[2 2 3 2 2 2 1 3]	5952	laca udas super gel b3 kate no ine8
359	4826432	181	[2 2 3 2 2 5]	overflow_word_gt4	lata pate conejo gato yag carrefour
360	4826906	474	[2 2 3 2 3 4 3 2]	59b9	cana lomo curada raza duroc hoguera pieza cig
361	4827465	559	[2 2 3 2 4 5 1 1]	overflow_word_gt4	laca udas super gel manicura francesa no he
362	4827792	327	[2 2 3 2 5 2 2]	overflow_word_gt4	dove gel ducha coco almendra bote kml
363	4829184	1392	[2 2 3 3]	5a	maki atud sushi dail3
364	4829184	0	[2 2 3 3]	5a	goma eva verde claro
365	4829184	0	[2 2 3 3]	5a	mega maki sushi dail3
366	4829888	704	[2 2 3 3 1 3]	5a20	duo mi7 sushi dail3 r piezas
367	4829914	26	[2 2 3 3 1 3 3 2]	5a29	gula del norte gamba al ajillo envase agg
368	4830336	422	[2 2 3 3 2 2]	5a50	dia pan pipas bolsa 27 acg
369	4830442	106	[2 2 3 3 2 3 5 2]	overflow_word_gt4	set gel agua crema anti fatiga neutrogena 1ud
370	4830490	48	[2 2 3 3 2 4 3 2]	5a79	vino mesa tinto vegas del rivilla grifo 5l
371	4830848	358	[2 2 3 3 3 2]	5a90	dia sopa pollo fideos sobre eng
372	4830848	0	[2 2 3 3 3 2]	5a90	dia taco jamon curado sobre lig
373	4830864	16	[2 2 3 3 3 2 2]	5a94	dia mini pi6za jamon qeso caja fg
374	4831232	368	[2 2 3 3 4]	5ac0	vino doca rioja tinto crianza
375	4831312	80	[2 2 3 3 4 1 2]	5ac4	laca udas secado rapido deliplu 9 rosa
376	4831336	24	[2 2 3 3 4 1 5]	overflow_word_gt4	laca udas secado rapido deliplu yu glitter
377	4831360	24	[2 2 3 3 4 2]	5ad0	alga nori sushi blue dragon mlg
378	4831360	0	[2 2 3 3 4 2]	5ad0	goma pelo negra basica ponette 6ud
379	4831388	28	[2 2 3 3 4 2 3 4]	5adb	laca udas flip flop fashion cibe red3 rimmel
380	4831440	52	[2 2 3 3 4 3 2]	5ae4	vino doca rioja tinto crianza siglo vic
381	4831872	432	[2 2 3 3 5 2]	overflow_word_gt4	palo goma sabor fresa carrefour jug
382	4831906	34	[2 2 3 3 5 2 4 2]	overflow_word_gt4	pate las finas hierba carrefour sin gluten sin
383	4834304	2398	[2 2 3 4 2]	5b40	dani ajo molida frasco esg
384	4834304	0	[2 2 3 4 2]	5b40	masa maxi pi6za buitoni ivg
385	4834304	0	[2 2 3 4 2]	5b40	goma pelo negra ponette gud
386	4834304	0	[2 2 3 4 2]	5b40	gula del norte bandeja vug
387	4834304	0	[2 2 3 4 2]	5b40	masa maxi pi6za buitoni ivg
388	4834891	587	[2 2 3 4 3 1 1 3]	5b82	albo atud claro aceite oliva p 3 latas
389	4834891	0	[2 2 3 4 3 1 1 3]	5b82	dia atud claro aceite oliva p 6 latas
390	4834891	0	[2 2 3 4 3 1 1 3]	5b82	albo atud claro aceite oliva p 3 latas
391	4835145	254	[2 2 3 4 3 5 1 1]	overflow_word_gt4	caja vino rosado france cotes provence p 4
392	4835403	258	[2 2 3 4 4 1 1 3]	5bc2	sopa ave fideos gallina blanca p 3 sobre
393	4835403	0	[2 2 3 4 4 1 1 3]	5bc2	dia atud claro aceite girasol p 6 latas
394	4835488	85	[2 2 3 4 4 2 4]	5bdc	gel bano tierno recuerdo deliplu piel normal
395	4835520	32	[2 2 3 4 4 3]	5be0	pate gato adulto delikuit ternera higado
396	4836176	656	[2 2 3 4 5 5 2]	overflow_word_gt4	gel 8c aroma lavanda ecologico frosch pml
397	4836944	768	[2 2 3 4 7 1 2]	overflow_word_gt4	dia cafe molido natural descafeinado p 6g
398	4837376	432	[2 2 3 5]	overflow_word_gt4	sal sin sodio hacendado
399	4839040	1664	[2 2 3 5 3 2]	overflow_word_gt4	pate atud claro aceitudas calvo afg
400	4839571	531	[2 2 3 5 4 2 2 3]	overflow_word_gt4	evax fina segura compresa normal sin alas bolsa
401	4839700	129	[2 2 3 5 4 4 2 4]	overflow_word_gt4	aros maiz sabor barbacoa facundo chaski sin gluten
402	4849664	9964	[2 2 4]	5c	rulo jml deliplu
403	4849664	0	[2 2 4]	5c	goma eva amarilla
404	4849664	0	[2 2 4]	5c	rulo coml deliplu
405	4849664	0	[2 2 4]	5c	rulo eml deliplu
406	4849664	0	[2 2 4]	5c	rulo eml deliplu
407	4854352	4688	[2 2 4 1 1 1 2]	5c04	dia nata montar p 3 ud xaml
408	4854480	128	[2 2 4 1 1 3 2]	5c24	coca cola light p b latas vc
409	4855952	1472	[2 2 4 1 4 2 2]	5cd4	dia cafe intenso r capsula caja ogg
410	4858658	2706	[2 2 4 2 1 4 4 2]	5d3d	zumo kiwi manzana lima el frutero botella 1l
411	4859467	809	[2 2 4 2 3 1 1 3]	5d82	dia mari marinera atud tomate p 3 latas
412	4859611	144	[2 2 4 2 3 3 3 3]	5daa	coca cola energ3 sin azucar sabor cereza bebida
413	4859682	71	[2 2 4 2 3 4 4 2]	5dbd	dia mari marinera atud claro aceite girasol lata
414	4859721	39	[2 2 4 2 3 5 1 1]	overflow_word_gt4	dia mari marinera atud claro escabeche p 6
415	4860032	311	[2 2 4 2 4 2]	5dd0	pan pita mission sin lactosa gag
416	4860048	16	[2 2 4 2 4 2 2]	5dd4	coca cola light sin cafeina lata vc
417	4860492	444	[2 2 4 2 5 1 1 4]	overflow_word_gt4	zumo pina manzana uva carrefour p 6 briks
418	4860850	358	[2 2 4 2 5 6 6 2]	overflow_word_gt4	cafe rose capsula lor espresso compatible nespresso gud
419	4861712	862	[2 2 4 2 7 4 2]	overflow_word_gt4	net 8c energ3 gel desatascador botella 1l
420	4862538	826	[2 2 4 3 1 1 1 2]	5e01	pate atud aceite piara p 2 ud vig
421	4862592	54	[2 2 4 3 1 2]	5e10	dia cafe natural grano p kg
422	4862976	384	[2 2 4 3 2]	5e40	dia masa qebrada rollo 5g
423	4862976	0	[2 2 4 3 2]	5e40	dia pate pimienta tarro agg
424	4862976	0	[2 2 4 3 2]	5e40	dia pan rallado bolsa pg
425	4862976	0	[2 2 4 3 2]	5e40	dia zumo manzana envase 1l
426	4863616	640	[2 2 4 3 3 2]	5e90	vino dule malvar dulce maria vic
427	4863770	154	[2 2 4 3 3 4 3 2]	5eb9	casa mas canelone casero carne fresco envase iqg
428	4863770	0	[2 2 4 3 3 4 3 2]	5eb9	casa mas canelone casero carne fresco envase iqg
429	4863770	0	[2 2 4 3 3 4 3 2]	5eb9	casa mas canelone casero carne fresco envase iqg
430	4863898	128	[2 2 4 3 3 6 3 2]	overflow_word_gt4	bon menu alimento perro receta tradicional bolsa 4k
431	4864418	520	[2 2 4 3 4 6 4 2]	overflow_word_gt4	dia mari marinera gulas clasica refrigerada bandeja xag
432	4864418	0	[2 2 4 3 4 6 4 2]	overflow_word_gt4	dia mari marinera gulas clasica refrigerada bandeja xag
433	4864418	0	[2 2 4 3 4 6 4 2]	overflow_word_gt4	dia mari marinera gulas clasica refrigerada bandeja xag
434	4866560	2142	[2 2 4 4 1]	5f00	pazo das estrela blanco me
435	4866560	0	[2 2 4 4 1]	5f00	pazo das estrela blanco me
436	4866560	0	[2 2 4 4 1]	5f00	pazo das estrela blanco me
437	4866688	128	[2 2 4 4 1 2]	5f10	dia pan tostado normal p fg
438	4866688	0	[2 2 4 4 1 2]	5f10	wasa pan tostado original p sg
439	4866752	64	[2 2 4 4 1 3]	5f20	laca udas supreme deliplu 2 morado
440	4867072	320	[2 2 4 4 2]	5f40	coca cola light botella boc
441	4867328	256	[2 2 4 4 2 4]	5f70	gel bano frutal deliplu piel normal
442	4867584	256	[2 2 4 4 3]	5f80	pano seca vajilla bosqe verde
443	4868224	640	[2 2 4 4 4 2]	5fd0	dia gel antical lavadora botella pml
444	4868890	666	[2 2 4 4 5 4 3 2]	overflow_word_gt4	dia mari marinera bacalao desmigado desalado bolsa 6g
445	4868898	8	[2 2 4 4 5 4 4 2]	overflow_word_gt4	dia mari marinera bacalao desmigado desalado bandeja 6g
446	4870144	1246	[2 2 4 5]	overflow_word_gt4	zumo pura naranja hacendado
447	4870144	0	[2 2 4 5]	overflow_word_gt4	zumo pura naranja hacendado
448	4870144	0	[2 2 4 5]	overflow_word_gt4	zumo pura naranja hacendado
449	4874240	4096	[2 2 4 6]	overflow_word_gt4	soda cero calorias schweppe
450	4874240	0	[2 2 4 6]	overflow_word_gt4	soda cero calorias schweppe
451	4876043	1803	[2 2 4 6 3 4 1 3]	overflow_word_gt4	dia mari marinera langostino crudo mediano 3 piezas
452	4882432	6389	[2 2 5]	overflow_word_gt4	sal fina hacendado
453	4882432	0	[2 2 5]	overflow_word_gt4	ramo san valentin
454	4882432	0	[2 2 5]	overflow_word_gt4	masa filo hacendado
455	4890112	7680	[2 2 5 1 7]	overflow_word_gt4	vino fino corredera do montillamori
456	4890112	0	[2 2 5 1 7]	overflow_word_gt4	vino fino corredera do montillamori
457	4890624	512	[2 2 5 2]	overflow_word_gt4	pan higo almendra juan
458	4890624	0	[2 2 5 2]	overflow_word_gt4	masa filo carrefour 6g
459	4892394	1770	[2 2 5 2 3 3 5 2]	overflow_word_gt4	dia gel limpiador 8c verde aroma frescor pino
460	4895744	3350	[2 2 5 3 2]	overflow_word_gt4	dia sopa jardinera sobre sog
461	4895744	0	[2 2 5 3 2]	overflow_word_gt4	zumo pina carrefour brik 1l
462	4895744	0	[2 2 5 3 2]	overflow_word_gt4	zumo pina carrefour brik 1l
463	4895906	162	[2 2 5 3 2 2 4 2]	overflow_word_gt4	zumo pina ecologico huerta del sol botella 1l
464	4895906	0	[2 2 5 3 2 2 4 2]	overflow_word_gt4	zumo pina ecologico huerta del sol botella 1l
465	4896384	478	[2 2 5 3 3 2]	overflow_word_gt4	gel bano calendula corine farme pml
466	4896512	128	[2 2 5 3 3 4]	overflow_word_gt4	juan gil etiqueta plata tinto crianza
467	4896528	16	[2 2 5 3 3 4 2]	overflow_word_gt4	goma pelo invisible colore neutro ponette 4ud
468	4896768	240	[2 2 5 3 4]	overflow_word_gt4	maxi lomo hacendado finas loncha
469	4897419	651	[2 2 5 3 5 2 1 3]	overflow_word_gt4	caja tapa plastico basic carrefour home g litro
470	4897419	0	[2 2 5 3 5 2 1 3]	overflow_word_gt4	caja tapa plastico basic carrefour home ve litro
471	4900048	2629	[2 2 5 4 2 3 2]	overflow_word_gt4	dia zumo melocoton manzana uva envase 1l
472	4900112	64	[2 2 5 4 2 4 2]	overflow_word_gt4	gel bano fantas3 micke3 3d disne3 xaml
473	4900480	368	[2 2 5 4 3 2]	overflow_word_gt4	casa mas albondiga guisadas envase lig
474	4900992	512	[2 2 5 4 4 2]	overflow_word_gt4	zumo pina ecologico delizum botella ec
475	4900992	0	[2 2 5 4 4 2]	overflow_word_gt4	zumo pera ecologico delizum botella 1l
476	4902912	1920	[2 2 5 5]	overflow_word_gt4	zumo pina seleccion hacendado
477	4903936	1024	[2 2 5 5 2]	overflow_word_gt4	gel piel sensible gillette xaml
478	4903936	0	[2 2 5 5 2]	overflow_word_gt4	gel 8c eucalipto carrefour 1l
479	4905088	1152	[2 2 5 5 4 2]	overflow_word_gt4	hero diet mermelada melocoton frasco teg
480	4908032	2944	[2 2 5 6 2]	overflow_word_gt4	mini fuet snackin campofrio bog
481	4908736	704	[2 2 5 6 3 3]	overflow_word_gt4	don uso cuchillo desechable bolsa duds
482	4928074	19338	[2 2 6 3 1 1 1 2]	overflow_word_gt4	kit kat chocolatina gold p 3 ud wig
483	4928128	54	[2 2 6 3 1 2]	overflow_word_gt4	kit kat chocolatina santa p mg
484	4928746	618	[2 2 6 3 2 3 5 2]	overflow_word_gt4	ambi pur ambientador coche anti tabaco recambio 1ud
485	4928850	104	[2 2 6 3 2 5 2 2]	overflow_word_gt4	daen cera depilatoria perla rosa mosqeta caja xag
486	4929152	302	[2 2 6 3 3 2]	overflow_word_gt4	dia mini croissant cacao bolsa jug
487	4936704	7552	[2 2 6 5 2]	overflow_word_gt4	gel bano hidratacion profunda dove
488	4936704	0	[2 2 6 5 2]	overflow_word_gt4	fuet pavo campofrio pavofrio jug
489	4937289	585	[2 2 6 5 3 1 1 1]	overflow_word_gt4	kit kat chocolatina chocolate negro ve p 3
490	4937434	145	[2 2 6 5 3 3 3 2]	overflow_word_gt4	daen cera depilatoria microonda fruto rojos tarro acml
491	4937434	0	[2 2 6 5 3 3 3 2]	overflow_word_gt4	daen cera depilatoria microonda fruto rojos tarro acml
492	4937437	3	[2 2 6 5 3 3 3 5]	overflow_word_gt4	ambi pur ambientador electrico aroma tatami japone recambio
493	4937856	419	[2 2 6 5 4 2]	overflow_word_gt4	kit kat chocolatina chocolate blanco wig
494	4952784	14928	[2 2 7 1 1 3 2]	overflow_word_gt4	dia pan hamburguesas 4 ud bolsa vug
495	4954397	1613	[2 2 7 1 4 4 3 5]	overflow_word_gt4	gel mano hidroalcoholi ve alcohol perfume limon carrefour
496	4956762	2365	[2 2 7 2 1 1 3 2]	overflow_word_gt4	dia pan hamburguesa maxi 4 ud bolsa lig
497	4957961	1199	[2 2 7 2 3 4 1 1]	overflow_word_gt4	zumo pina juverdisfru sin azucar anadido p 6
498	4965016	7055	[2 2 7 4 1 2 3]	overflow_word_gt4	laca udas butterfl3 deliplu ux mora claro
499	4965016	0	[2 2 7 4 1 2 3]	overflow_word_gt4	laca udas butterfl3 deliplu oz rojo oscuro
500	4980736	15720	[2 3]	60	rabo cerdo
501	4980736	0	[2 3]	60	maiz dulce
502	4980736	0	[2 3]	60	mi7 nigiri
503	4980736	0	[2 3]	60	mini salada
504	4980736	0	[2 3]	60	kit sushi
505	4980736	0	[2 3]	60	rape rodaja
506	5013504	32768	[2 3 1]	60	coto tinto pi
507	5013504	0	[2 3 1]	60	pan nueces so
508	5019264	5760	[2 3 1 1 3 2]	6090	vela comic no 8 dekora 1ud
509	5019776	512	[2 3 1 1 4 2]	60d0	dia sidra p 6 botella dc
510	5019776	0	[2 3 1 1 4 2]	60d0	dia tonica p 6 botella ec
511	5020308	532	[2 3 1 1 5 2 2 4]	overflow_word_gt4	lote exenti no 2 longaniza igp fuet finger
512	5020378	70	[2 3 1 1 5 3 3 2]	overflow_word_gt4	gel cejas no ru udbelieva bro8 loreal 1ud
513	5021696	1318	[2 3 1 2]	61	lote mujer 3 pure
514	5021696	0	[2 3 1 2]	61	lote mujer 3 pure
515	5022282	586	[2 3 1 2 1 1 1 2]	6101	fuet casero el pozo p 2 ud jug
516	5023506	1224	[2 3 1 2 3 4 2 2]	61b5	set vuelta al cole hello kitt3 nina gel
517	5023588	82	[2 3 1 2 3 5 4 4]	overflow_word_gt4	vino tinto do toro gran conqero madurado barrica
518	5026394	2806	[2 3 1 3 1 1 3 2]	6209	dia poton su tinta p 3 latas esg
519	5027042	648	[2 3 1 3 2 3 4 2]	626d	vino tinto do ribera del duero condado teon
520	5027044	2	[2 3 1 3 2 3 4 4]	626f	vino tinto do ribera del duero abadia mantru
521	5027114	70	[2 3 1 3 2 4 5 2]	overflow_word_gt4	pate cerdo al oporto sin gluten carrefour pog
522	5027136	22	[2 3 1 3 2 5]	overflow_word_gt4	pate cerdo al qeso azul hacendado
523	5027456	320	[2 3 1 3 3 2]	6290	dia pi6za 4 qesos envase yag
524	5027456	0	[2 3 1 3 3 2]	6290	dia pi6za 4 qesos envase yag
525	5027584	128	[2 3 1 3 3 4]	62b0	vino tinto do rioja arteso reserva
526	5027600	16	[2 3 1 3 3 4 2]	62b4	vino tinto k meses finca estacada vic
527	5027616	16	[2 3 1 3 3 4 4]	62bc	vino tinto do campo borja borsao barrica
528	5027616	0	[2 3 1 3 3 4 4]	62bc	vino tinto do campo borja borsao barrica
529	5027616	0	[2 3 1 3 3 4 4]	62bc	vino tinto do campo borja borsao barrica
530	5028017	401	[2 3 1 3 4 2 6 1]	overflow_word_gt4	dia yogur al estilo griego mora frambuesa p
531	5029632	1615	[2 3 1 3 7 4]	overflow_word_gt4	vino tinto do rioja comportillo crianza
532	5031140	1508	[2 3 1 4 2 3 4 4]	636f	pan romero 7 semilla sin azucar anadido panrico
533	5031497	357	[2 3 1 4 3 1 1 1]	6380	atud claro al natural calvo p 6 ud
534	5031594	97	[2 3 1 4 3 2 5 2]	overflow_word_gt4	lida jabon ac natural aloe vera glicerina bote
535	5031680	86	[2 3 1 4 3 4]	63b0	vino tinto do mancha estola crianza
536	5032040	360	[2 3 1 4 4 1 5]	overflow_word_gt4	cado carne ac natural knorr 6 pastilla
537	5032448	408	[2 3 1 4 5]	overflow_word_gt4	vino tinto do mancha fidencio
538	5032523	75	[2 3 1 4 5 1 1 3]	overflow_word_gt4	atud claro al natural carrefour p 3 latas
539	5032704	181	[2 3 1 4 5 4]	overflow_word_gt4	vino tinto do mancha fidencio crianza
540	5035228	2524	[2 3 1 5 2 3 3 4]	overflow_word_gt4	vino tinto do valdepena pata negra gran reserva
541	5036176	948	[2 3 1 5 4 2 2]	overflow_word_gt4	lida jabon ac glicerina natural bote ecml
542	5036188	12	[2 3 1 5 4 2 3 4]	overflow_word_gt4	vino tinto do valdepena senorio los llano crianza
543	5036544	356	[2 3 1 5 5]	overflow_word_gt4	vino tinto do valencia lantigon
544	5037402	858	[2 3 1 5 6 5 3 2]	overflow_word_gt4	gel ducha al extracto frambuesa carrefour kids liml
545	5043424	6022	[2 3 1 7 2 3 4]	overflow_word_gt4	vino tinto do utielreqena hoya cadena reserva
546	5043936	512	[2 3 1 7 3 3 4]	overflow_word_gt4	vino tinto do utielreqena torre oria crianza
547	5046272	2336	[2 3 2]	64	cla prozi poud
548	5046272	0	[2 3 2]	64	san jacobo fag
549	5046272	0	[2 3 2]	64	san jacobo fag
550	5046272	0	[2 3 2]	64	san jacobo fag
